inputobjs_input_id,inputobjs_input_ra,inputobjs_input_dec,inputobjs_dist,catalogue_obsid,catalogue_obsdate,catalogue_lmjd,catalogue_mjd,catalogue_planid,catalogue_spid,catalogue_fiberid,catalogue_class,catalogue_subclass,catalogue_z,catalogue_mag1,catalogue_mag2,catalogue_mag3,catalogue_mag4,catalogue_mag5,catalogue_ra,catalogue_dec,stellar_teff,stellar_logg,stellar_feh,stellar_rv
1486,160.622087,0.224880,0.00193864642949823215,401701246,2016-01-06,57394,57393,HD104509N022916M01,1,246,Unknown,Non,-9999.0000000000,19.67,18.18,17.63,17.43,17.34,160.6220865000,0.2248802000,,,,
206,245.670003,0.790872,0.119471797273801958,137810157,2013-03-24,56376,56375,HD162834N013512B01,10,157,Unknown,Non,-9999.0000000000,18.69,17.30,16.71,16.47,16.39,245.6700300000,0.7908913000,,,,
469,225.109780,-0.657752,1.87790771937569945,436816096,2016-03-08,57456,57455,HD150542S015907B02,16,96,STAR,M6,-0.0000112200,17.93,16.58,14.51,99.00,99.00,225.1092900000,-0.6575730000,,,,
235,172.570672,-0.973027,0.00509080185298366964,46504109,2012-03-12,55999,55998,F5599904,4,109,Unknown,Non,-9999.0000000000,19.07,18.13,17.81,17.68,17.64,172.5706710000,-0.9730280000,,,,
92,202.027358,0.069326,0.000804984069208443138,212815213,2014-01-27,56685,56684,HD132914S012151B01,15,213,GALAXY,Non,0.0830295000,18.98,17.05,16.11,15.68,15.36,202.0273582000,0.0693261000,,,,
827,155.751161,-0.059962,0.000509116735618875597,319612101,2015-02-16,57070,57069,HD101607S013552M01,12,101,Unknown,Non,-9999.0000000000,19.25,18.13,17.58,17.28,17.11,155.7511609000,-0.0599619000,,,,
583,56.315898,0.883090,0.00209895939259532394,278307206,2014-12-11,57003,57002,EG033855N024548B01,7,206,STAR,K5,0.0000172700,19.51,17.10,15.99,15.54,15.29,56.3158985000,0.8830897000,,,,
1142,197.633274,0.036609,0.0656829762137491058,144108065,2013-04-12,56395,56394,HD130444N001742F01,8,65,GALAXY,Non,0.1788270000,19.44,18.77,18.41,18.04,18.06,197.6332600000,0.0365973000,,,,
273,184.141318,1.125803,0.0551914702365983792,200613005,2013-12-29,56656,56655,HD120800N003716M01,13,5,QSO,Non,-9999.0000000000,19.42,19.18,18.96,18.78,18.58,184.1413200000,1.1258182000,,,,
473,142.969752,-0.755268,0.0142405467849538291,81313237,2012-11-22,56254,56253,HD092603S011405M01,13,237,Unknown,Non,-9999.0000000000,18.45,18.34,18.12,18.20,18.31,142.9697483000,-0.7552666000,,,,
792,197.640256,0.251344,0,144208096,2013-04-12,56395,56394,HD130444N001742M01,8,96,Unknown,Non,-9999.0000000000,15.78,15.19,14.95,14.85,99.00,197.6402560000,0.2513440000,,,,
1402,122.547006,48.464896,0.0812397929492099519,401611077,2016-01-06,57394,57393,HD081205N465629M01,11,77,STAR,A6IV,-0.0001363100,15.68,99.00,99.00,99.00,99.00,122.5470300000,48.4649120000,,,,
20,149.613470,0.382479,0.000804980871484154868,290609174,2015-01-02,57025,57024,HD095639S002741B01,9,174,GALAXY,Non,0.0567826000,18.24,16.36,15.51,15.09,14.77,149.6134699000,0.3824788000,,,,
1087,200.451227,-0.496220,0.000804978417543302156,436714134,2016-03-08,57456,57455,HD132914S012151M01,14,134,GALAXY,Non,0.1762890000,19.91,18.62,17.71,17.25,16.96,200.4512269000,-0.4962202000,,,,
787,149.121646,0.708910,0.00101819478459984954,141115144,2013-04-06,56389,56388,HD095639S002741F01,15,144,GALAXY,Non,0.0959308000,18.95,17.27,16.35,15.88,15.65,149.1216458000,0.7089098000,,,,
779,182.448079,-1.784311,0.148096589977300852,200601186,2013-12-29,56656,56655,HD120800N003716M01,1,186,QSO,Non,1.5675300000,19.35,19.17,19.08,18.92,18.98,182.4481200000,-1.7843074000,,,,
848,55.203333,0.954119,0.00129787385915115729,278301101,2014-12-11,57003,57002,EG033855N024548B01,1,101,STAR,K5,0.0000888400,20.50,17.88,16.70,16.23,15.98,55.2033327000,0.9541188000,,,,
535,148.944849,1.125628,0.000509067768206105916,141111076,2013-04-06,56389,56388,HD095639S002741F01,11,76,GALAXY,Non,0.0464382000,19.09,17.66,17.14,16.85,16.73,148.9448489000,1.1256281000,,,,
